t_lambda_equals_1_h,t_global_surrogate_equals_1_h,lead_interval_h,active_dem_cells_at_t_lambda_plus,active_domain_fraction_at_t_lambda_plus
16.85887593342655,25.844775398243087,8.985899464816537,81,0.017578125
