date,section,q_star_width_norm_mean,q_star_width_norm_p95,level_upstream_m_mean,sample_count
2020-09-16,section_4,2.085227356814626e-06,2.131808267371196e-06,3.146885416666667,144
2020-09-16,section_5,2.2387524205949024e-06,2.31581825744087e-06,3.146885416666667,144
2020-09-16,section_6,1.5934430076666558e-05,1.6261680139400836e-05,3.146885416666667,144
2020-09-16,section_7,2.4785032088021863e-05,2.5033196562797383e-05,3.146885416666667,144
2020-09-16,section_8,1.674282627213763e-05,1.7012588223843568e-05,3.146885416666667,144
2020-09-17,section_1,3.590924927105945e-05,3.621580074640791e-05,3.146948611111112,144
2020-09-17,section_2,2.784054697931362e-05,2.8143125760536416e-05,3.146948611111112,144
2020-09-17,section_3,3.929613755093468e-06,3.990969748718705e-06,3.146948611111112,144
2020-09-17,section_4,2.0861042080077167e-06,2.143469511688715e-06,3.146948611111112,144
2020-09-17,section_5,2.1433505604845324e-06,2.1969021564672364e-06,3.146948611111112,144
2020-09-17,section_6,1.5686559933779635e-05,1.59986670835929e-05,3.146948611111112,144
2020-09-17,section_7,2.48239323608562e-05,2.506092372760515e-05,3.146948611111112,144
2020-09-17,section_8,1.6717056496271914e-05,1.703475021252487e-05,3.146948611111112,144
2020-09-18,section_1,3.616105348428239e-05,3.648638616469015e-05,3.1468583333333333,144
2020-09-18,section_2,2.784887307252461e-05,2.828684531161329e-05,3.1468583333333333,144
2020-09-18,section_3,3.947809746366768e-06,4.028447491277323e-06,3.1468583333333333,144
2020-09-18,section_4,2.038965631089421e-06,2.0956155320474287e-06,3.1468583333333333,144
2020-09-18,section_5,2.2084558535435016e-06,2.278682845041772e-06,3.1468583333333333,144
2020-09-18,section_6,1.5523294295559114e-05,1.5808998930134884e-05,3.1468583333333333,144
2020-09-18,section_7,2.479136297749108e-05,2.50928315628031e-05,3.1468583333333333,144
2020-09-18,section_8,1.690286151131839e-05,1.73191488946816e-05,3.1468583333333333,144
2020-09-19,section_1,3.582369776601363e-05,3.604744050851885e-05,3.146844444444445,144
2020-09-19,section_2,2.74693002619926e-05,2.782486636221828e-05,3.146844444444445,144
2020-09-19,section_3,3.929278772904668e-06,4.013026152209963e-06,3.146844444444445,144
2020-09-19,section_4,2.001484931313048e-06,2.052739264479813e-06,3.146844444444445,144
2020-09-19,section_5,2.129328947226835e-06,2.174048696647823e-06,3.146844444444445,144
2020-09-19,section_6,1.3749266117419193e-05,1.3942477964390427e-05,3.146844444444445,144
2020-09-19,section_7,2.4680530879752533e-05,2.489897979779106e-05,3.146844444444445,144
2020-09-19,section_8,1.696207237367878e-05,1.7296762533500815e-05,3.146844444444445,144
2020-09-20,section_1,3.574982466571103e-05,3.614147572867261e-05,3.1468986111111112,144
2020-09-20,section_2,2.715847771412575e-05,2.743708165151189e-05,3.1468986111111112,144
2020-09-20,section_3,3.906525726349989e-06,3.965792553912694e-06,3.1468986111111112,144
2020-09-20,section_4,2.027109693300208e-06,2.076011421153846e-06,3.1468986111111112,144
2020-09-20,section_5,2.124634577938717e-06,2.160616530013508e-06,3.1468986111111112,144
2020-09-20,section_6,1.3719483445686815e-05,1.3898702553626562e-05,3.1468986111111112,144
2020-09-20,section_7,2.444467431728014e-05,2.462361189873807e-05,3.1468986111111112,144
2020-09-20,section_8,1.6958381654667457e-05,1.7327046358283503e-05,3.1468986111111112,144
2020-09-21,section_1,3.565656789353428e-05,3.5952904016948286e-05,3.146770138888889,144
2020-09-21,section_2,2.703898733455078e-05,2.737071103301996e-05,3.146770138888889,144
2020-09-21,section_3,3.855835551180872e-06,3.899456674050761e-06,3.146770138888889,144
2020-09-21,section_4,2.043795873614961e-06,2.08404718325583e-06,3.146770138888889,144
2020-09-21,section_5,2.053752326488631e-06,2.104128013045814e-06,3.146770138888889,144
2020-09-21,section_6,1.3609265598226304e-05,1.3804870208609345e-05,3.146770138888889,144
2020-09-21,section_7,2.413650616529517e-05,2.432282690778456e-05,3.146770138888889,144
2020-09-21,section_8,1.698856258186418e-05,1.7296762533500815e-05,3.146770138888889,144
2020-09-22,section_1,3.5614520174003685e-05,3.588207918339592e-05,3.1467347222222224,144
2020-09-22,section_2,2.688844713975693e-05,2.7296937865068485e-05,3.1467347222222224,144
2020-09-22,section_3,3.848761188693832e-06,3.914492606321317e-06,3.1467347222222224,144
2020-09-22,section_4,2.0631629583547138e-06,2.1067018601252127e-06,3.1467347222222224,144
2020-09-22,section_5,1.8991802029553868e-06,2.0456419508133586e-06,3.1467347222222224,144
2020-09-22,section_6,1.3380531014623991e-05,1.361293433459874e-05,3.1467347222222224,144
2020-09-22,section_7,2.41181958693609e-05,2.4268376900250083e-05,3.1467347222222224,144
2020-09-22,section_8,1.6922766460940914e-05,1.7117023727121907e-05,3.1467347222222224,144
2020-09-23,section_1,3.561951734891156e-05,3.5935630314879976e-05,3.1467680555555555,144
2020-09-23,section_2,2.6764547494029845e-05,2.708445192656929e-05,3.1467680555555555,144
2020-09-23,section_3,3.866868172271416e-06,3.967689858730487e-06,3.1467680555555555,144
2020-09-23,section_4,2.062098339844423e-06,2.126647980233968e-06,3.1467680555555555,144
2020-09-23,section_5,1.8356698449128588e-06,1.8670565488719463e-06,3.1467680555555555,144
2020-09-23,section_6,1.3356114791697476e-05,1.354823828375006e-05,3.1467680555555555,144
2020-09-23,section_7,2.4019519853724336e-05,2.429559275173035e-05,3.1467680555555555,144
2020-09-23,section_8,1.6965111636626814e-05,1.7349453154297672e-05,3.1467680555555555,144
2020-09-24,section_1,3.544572373640574e-05,3.569428128174509e-05,3.1467402777777784,144
2020-09-24,section_2,2.6420638722062173e-05,2.6889646362589123e-05,3.1467402777777784,144
2020-09-24,section_3,3.874779433057146e-06,3.939321910080472e-06,3.1467402777777784,144
2020-09-24,section_4,2.032892274351594e-06,2.0651683615271023e-06,3.1467402777777784,144
2020-09-24,section_5,1.8345797221941663e-06,1.8733173981658803e-06,3.1467402777777784,144
2020-09-24,section_6,1.3274728295725895e-05,1.3483727066922769e-05,3.1467402777777784,144
2020-09-24,section_7,2.338439716394567e-05,2.3589906376630444e-05,3.1467402777777784,144
2020-09-24,section_8,1.703166523439806e-05,1.735340729477076e-05,3.1467402777777784,144
2020-09-25,section_1,3.550088246881244e-05,3.5781522398785e-05,3.146783333333333,144
2020-09-25,section_2,2.6216577585720443e-05,2.657039829049127e-05,3.146783333333333,144
2020-09-25,section_3,3.852455645418852e-06,3.915412554835132e-06,3.146783333333333,144
2020-09-25,section_4,2.015653669815032e-06,2.0556910908192127e-06,3.146783333333333,144
2020-09-25,section_5,1.8307944463003368e-06,1.8664822069943475e-06,3.146783333333333,144
2020-09-25,section_6,1.3121069075800962e-05,1.335525842973489e-05,3.146783333333333,144
2020-09-25,section_7,2.3531105397869915e-05,2.370106510154445e-05,3.146783333333333,144
2020-09-25,section_8,1.7352435681355826e-05,1.7587752127693422e-05,3.146783333333333,144
2020-09-26,section_1,3.565457393986263e-05,3.5873927264895246e-05,3.1468666666666665,144
2020-09-26,section_2,2.6342215316979794e-05,2.66458795293492e-05,3.1468666666666665,144
2020-09-26,section_3,3.865733596887162e-06,3.92375885500517e-06,3.1468666666666665,144
2020-09-26,section_4,2.0261266884857507e-06,2.05926405813584e-06,3.1468666666666665,144
2020-09-26,section_5,1.8248972199190088e-06,1.844197192264212e-06,3.1468666666666665,144
2020-09-26,section_6,1.311725879108111e-05,1.3294492866129475e-05,3.1468666666666665,144
2020-09-26,section_7,2.3580861853351176e-05,2.3750720535528315e-05,3.1468666666666665,144
2020-09-26,section_8,1.7255467564914053e-05,1.7636982247498167e-05,3.1468666666666665,144
2020-09-27,section_1,3.475050591891267e-05,3.507084342268985e-05,3.146905555555556,144
2020-09-27,section_2,2.6170343667992737e-05,2.6451109917459376e-05,3.146905555555556,144
2020-09-27,section_3,3.819249583509699e-06,3.875138356255157e-06,3.146905555555556,144
2020-09-27,section_4,1.8310160659618263e-06,1.8963107252921048e-06,3.146905555555556,144
2020-09-27,section_5,1.7641171290747233e-06,1.8415249028528709e-06,3.146905555555556,144
2020-09-27,section_6,1.3065561179926157e-05,1.3251950519501076e-05,3.146905555555556,144
2020-09-27,section_7,2.35559426408442e-05,2.367425091105142e-05,3.146905555555556,144
2020-09-27,section_8,1.719698233693604e-05,1.7485572847707908e-05,3.146905555555556,144
2020-09-28,section_1,3.4653164884570666e-05,3.487798976568119e-05,3.146980555555556,144
2020-09-28,section_2,2.599151504197642e-05,2.6331074769684136e-05,3.146980555555556,144
2020-09-28,section_3,3.7777715452021657e-06,3.852964214295375e-06,3.146980555555556,144
2020-09-28,section_4,1.832971307237223e-06,1.863482384941364e-06,3.146980555555556,144
2020-09-28,section_5,1.5666840591352223e-06,1.5920936615394894e-06,3.146980555555556,144
2020-09-28,section_6,1.3136308757797467e-05,1.3358459849481008e-05,3.146980555555556,144
2020-09-28,section_7,2.3647276339989343e-05,2.385829435429593e-05,3.146980555555556,144
2020-09-28,section_8,1.7475500687353588e-05,1.7671616387939774e-05,3.146980555555556,144
2020-09-29,section_1,3.474874832831506e-05,3.51566479224457e-05,3.146927777777778,144
2020-09-29,section_2,2.577473727524728e-05,2.6116434389195047e-05,3.146927777777778,144
2020-09-29,section_3,3.755350636579068e-06,3.834061446010753e-06,3.146927777777778,144
2020-09-29,section_4,1.8326182153629256e-06,1.965139113474728e-06,3.146927777777778,144
2020-09-29,section_5,1.548624174886958e-06,1.5678754928671242e-06,3.146927777777778,144
2020-09-29,section_6,1.3003798854585212e-05,1.3273211466290249e-05,3.146927777777778,144
2020-09-29,section_7,2.364889507989137e-05,2.3808504045726266e-05,3.146927777777778,144
2020-09-29,section_8,1.7543334800455017e-05,1.7774445822858058e-05,3.146927777777778,144
2020-09-30,section_1,3.436901064244875e-05,3.479096588047323e-05,3.146897916666666,144
2020-09-30,section_2,2.565019388533356e-05,2.6080863044171184e-05,3.146897916666666,144
2020-09-30,section_3,3.57502270831164e-06,3.672510167188704e-06,3.146897916666666,144
2020-09-30,section_4,1.7137480001946963e-06,1.7563756797836052e-06,3.146897916666666,144
2020-09-30,section_5,1.5158575096824492e-06,1.548696065716669e-06,3.146897916666666,144
2020-09-30,section_6,1.278026662112358e-05,1.3016275726122758e-05,3.146897916666666,144
2020-09-30,section_7,2.3502459569098867e-05,2.370106510154445e-05,3.146897916666666,144
2020-09-30,section_8,1.7492389797648848e-05,1.785481971894463e-05,3.146897916666666,144
2020-10-01,section_1,3.456732584133921e-05,3.515502922723766e-05,3.146963888888889,144
2020-10-01,section_2,2.5689287970441263e-05,2.6011483376699543e-05,3.146963888888889,144
2020-10-01,section_3,3.5371233070347274e-06,3.6079705685178e-06,3.146963888888889,144
2020-10-01,section_4,1.7045167613984215e-06,1.766579684404708e-06,3.146963888888889,144
2020-10-01,section_5,1.5122554792827456e-06,1.5348416768591026e-06,3.146963888888889,144
2020-10-01,section_6,1.25806293069695e-05,1.280706176487137e-05,3.146963888888889,144
2020-10-01,section_7,2.3502211466488512e-05,2.367425091105142e-05,3.146963888888889,144
2020-10-01,section_8,1.7631544427195255e-05,1.7912553354994215e-05,3.146963888888889,144
2020-10-02,section_1,3.435111363706446e-05,3.491077445654492e-05,3.1469430555555555,144
2020-10-02,section_2,2.546551750667892e-05,2.5757031217654205e-05,3.1469430555555555,144
2020-10-02,section_3,3.5098847765814643e-06,3.573039518144064e-06,3.1469430555555555,144
2020-10-02,section_4,1.6809742497880625e-06,1.725061099733964e-06,3.1469430555555555,144
2020-10-02,section_5,1.4466631379847676e-06,1.502940498063524e-06,3.1469430555555555,144
2020-10-02,section_6,1.2204608586294438e-05,1.2517572366468071e-05,3.1469430555555555,144
2020-10-02,section_7,2.360792666979896e-05,2.38623328848314e-05,3.1469430555555555,144
2020-10-02,section_8,1.7800853057165558e-05,1.815545062649705e-05,3.1469430555555555,144
2020-10-03,section_1,3.431396138727247e-05,3.466405289070447e-05,3.146988888888889,144
2020-10-03,section_2,2.5089962414140745e-05,2.540492337634256e-05,3.146988888888889,144
2020-10-03,section_3,3.473571903845609e-06,3.5483840456374946e-06,3.146988888888889,144
2020-10-03,section_4,1.710429797351236e-06,1.8014966731696083e-06,3.146988888888889,144
2020-10-03,section_5,1.365807771548398e-06,1.4353394387957978e-06,3.146988888888889,144
2020-10-03,section_6,1.2036268931537214e-05,1.2235082043295288e-05,3.146988888888889,144
2020-10-03,section_7,2.3406252989521302e-05,2.3593917582931043e-05,3.146988888888889,144
2020-10-03,section_8,1.7821715217832734e-05,1.8182560448499383e-05,3.146988888888889,144
2020-10-04,section_1,3.3985542432592564e-05,3.429478645350596e-05,3.1469083333333336,144
2020-10-04,section_2,2.4699658003950245e-05,2.4987546241100363e-05,3.1469083333333336,144
2020-10-04,section_3,3.3871282969031725e-06,3.4577643828888983e-06,3.1469083333333336,144
2020-10-04,section_4,1.6196585223071888e-06,1.692445766713152e-06,3.1469083333333336,144
2020-10-04,section_5,1.3523147360933655e-06,1.3806271157017077e-06,3.1469083333333336,144
2020-10-04,section_6,1.1726413660543124e-05,1.1964457544563654e-05,3.1469083333333336,144
2020-10-04,section_7,2.3155356057499475e-05,2.335389982310209e-05,3.1469083333333336,144
2020-10-04,section_8,1.772653032040588e-05,1.807426673102233e-05,3.1469083333333336,144
2020-10-05,section_1,3.364002095821076e-05,3.389720610612773e-05,3.146894444444444,144
2020-10-05,section_2,2.4532165965656736e-05,2.482633468761203e-05,3.146894444444444,144
2020-10-05,section_3,3.29274893154066e-06,3.3504828021292683e-06,3.146894444444444,144
2020-10-05,section_4,1.4426213007490293e-06,1.4700429652800105e-06,3.146894444444444,144
2020-10-05,section_5,1.3376907834863136e-06,1.3579223359112569e-06,3.146894444444444,144
2020-10-05,section_6,1.1599619946112883e-05,1.1814116850459942e-05,3.146894444444444,144
2020-10-05,section_7,2.2827594643424985e-05,2.3221192430868e-05,3.146894444444444,144
2020-10-05,section_8,1.7807083519216266e-05,1.8174431141886524e-05,3.146894444444444,144
2020-10-06,section_1,3.3721572676265226e-05,3.402378019634894e-05,3.147009722222222,144
2020-10-06,section_2,2.461042754014081e-05,2.493249748321717e-05,3.147009722222222,144
2020-10-06,section_3,3.2756670312535968e-06,3.3198397686535374e-06,3.147009722222222,144
2020-10-06,section_4,1.4378883814927954e-06,1.4753513376560809e-06,3.147009722222222,144
2020-10-06,section_5,1.322099839701409e-06,1.3414409239557364e-06,3.147009722222222,144
2020-10-06,section_6,1.160461000247054e-05,1.1814116850459942e-05,3.147009722222222,144
2020-10-06,section_7,2.2776385936385653e-05,2.298346158036369e-05,3.147009722222222,144
2020-10-06,section_8,1.7818325886412864e-05,1.825995818665525e-05,3.147009722222222,144
2020-10-07,section_1,3.356877591521295e-05,3.372384540973613e-05,3.147017361111111,144
2020-10-07,section_2,2.436789221658716e-05,2.463288539984168e-05,3.147017361111111,144
2020-10-07,section_3,3.3051099487367027e-06,3.351698686200475e-06,3.147017361111111,144
2020-10-07,section_4,1.4140166510009225e-06,1.4487302514889948e-06,3.147017361111111,144
2020-10-07,section_5,1.3421515856530546e-06,1.3686477056237515e-06,3.147017361111111,144
2020-10-07,section_6,1.1651066461639824e-05,1.1814116850459942e-05,3.147017361111111,144
2020-10-07,section_7,2.284225180621816e-05,2.3141785705492425e-05,3.147017361111111,144
2020-10-07,section_8,1.7794070982687867e-05,1.820969454433006e-05,3.147017361111111,144
2020-10-08,section_1,3.373152770238252e-05,3.3971409509476165e-05,3.146982638888889,144
2020-10-08,section_2,2.4391288650750696e-05,2.47242443465225e-05,3.146982638888889,144
2020-10-08,section_3,3.3181615320312607e-06,3.371121617453336e-06,3.146982638888889,144
2020-10-08,section_4,1.3976272042262033e-06,1.4272143499146682e-06,3.146982638888889,144
2020-10-08,section_5,1.3566750327838942e-06,1.524685049136438e-06,3.146982638888889,144
2020-10-08,section_6,1.1562451984383713e-05,1.1833962498904108e-05,3.146982638888889,144
2020-10-08,section_7,2.3320273882955625e-05,2.3997224233945394e-05,3.146982638888889,144
2020-10-08,section_8,1.7384244089138213e-05,1.7939445038722002e-05,3.146982638888889,144
2020-10-09,section_1,3.426970698844467e-05,3.484132809960885e-05,3.147068055555556,144
2020-10-09,section_2,2.446953369311767e-05,2.4795862549558588e-05,3.147068055555556,144
2020-10-09,section_3,3.3300726213745937e-06,3.3882443090518928e-06,3.147068055555556,144
2020-10-09,section_4,1.3873220981577446e-06,1.420347280959234e-06,3.147068055555556,144
2020-10-09,section_5,1.527616624247016e-06,1.546010253865711e-06,3.147068055555556,144
2020-10-09,section_6,1.1598664956142024e-05,1.1830985651637484e-05,3.147068055555556,144
2020-10-09,section_7,2.3895238445054545e-05,2.407837812320852e-05,3.147068055555556,144
2020-10-09,section_8,1.7233073252652644e-05,1.7534628197258296e-05,3.147068055555556,144
2020-10-10,section_1,3.3872604492587595e-05,3.4134831117769965e-05,3.1470722222222225,144
2020-10-10,section_2,2.4004118091461976e-05,2.429880156977012e-05,3.1470722222222225,144
2020-10-10,section_3,3.2606295917568303e-06,3.305509275063288e-06,3.1470722222222225,144
2020-10-10,section_4,1.36756065254568e-06,1.3934545698828215e-06,3.1470722222222225,144
2020-10-10,section_5,1.511830152258518e-06,1.539527234820954e-06,3.1470722222222225,144
2020-10-10,section_6,1.1765383856566496e-05,1.2090761453610415e-05,3.1470722222222225,144
2020-10-10,section_7,2.4001984753364945e-05,2.4260220379402462e-05,3.1470722222222225,144
2020-10-10,section_8,1.7429569820367806e-05,1.7751711225681878e-05,3.1470722222222225,144
2020-10-11,section_1,3.401993713572116e-05,3.43657648481286e-05,3.147046527777778,144
2020-10-11,section_2,2.397215109749753e-05,2.431062174920164e-05,3.147046527777778,144
2020-10-11,section_3,3.233745335362764e-06,3.275039357909368e-06,3.147046527777778,144
2020-10-11,section_4,1.3646515162238032e-06,1.4053545021758335e-06,3.147046527777778,144
2020-10-11,section_5,1.4927170524276967e-06,1.5341665049453596e-06,3.147046527777778,144
2020-10-11,section_6,1.172901747412108e-05,1.19734421026494e-05,3.147046527777778,144
2020-10-11,section_7,2.385466570521626e-05,2.402425726549146e-05,3.147046527777778,144
2020-10-11,section_8,1.7362653271134718e-05,1.7667618888262685e-05,3.147046527777778,144
2020-10-12,section_1,3.40590521117231e-05,3.445749977262316e-05,3.147048611111112,144
2020-10-12,section_2,2.397254781162581e-05,2.4296912204555327e-05,3.147048611111112,144
2020-10-12,section_3,3.231374003559661e-06,3.2766297569977163e-06,3.147048611111112,144
2020-10-12,section_4,1.3528767426772332e-06,1.3998747717863432e-06,3.147048611111112,144
2020-10-12,section_5,1.5184390241372194e-06,1.5452922773372384e-06,3.147048611111112,144
2020-10-12,section_6,1.1751019332797365e-05,1.205358537358324e-05,3.147048611111112,144
2020-10-12,section_7,2.391803110887929e-05,2.4155627799473267e-05,3.147048611111112,144
2020-10-12,section_8,1.743556049026682e-05,1.7774445822858058e-05,3.147048611111112,144
2020-10-13,section_1,3.410226409623181e-05,3.448305334919942e-05,3.1470916666666664,144
2020-10-13,section_2,2.402807204535496e-05,2.4403968379453072e-05,3.1470916666666664,144
2020-10-13,section_3,3.2873264566063453e-06,3.2970344677431885e-06,3.1470916666666664,144
2020-10-13,section_4,1.3464005987208729e-06,1.3814373869697777e-06,3.1470916666666664,144
2020-10-13,section_5,1.5370820725199345e-06,1.5699740703694776e-06,3.1470916666666664,144
2020-10-13,section_6,1.166349145910731e-05,1.193049885973758e-05,3.1470916666666664,144
2020-10-13,section_7,2.3360997377726405e-05,2.3754748128950364e-05,3.1470916666666664,144
2020-10-13,section_8,1.7365585612661195e-05,1.7698290521632846e-05,3.1470916666666664,144
2020-10-14,section_1,3.403238254268297e-05,3.433200780570289e-05,3.1468826388888886,144
2020-10-14,section_2,2.3878962294569977e-05,2.4131740260690708e-05,3.1468826388888886,144
2020-10-14,section_3,3.158117650303561e-06,3.209097173769424e-06,3.1468826388888886,144
2020-10-14,section_4,1.353500209379087e-06,1.3923814750294317e-06,3.1468826388888886,144
2020-10-14,section_5,1.512621695697976e-06,1.5387400747544883e-06,3.1468826388888886,144
2020-10-14,section_6,1.1457624911344592e-05,1.1695462350863198e-05,3.1468826388888886,144
2020-10-14,section_7,2.2758659516293924e-05,2.300980365425272e-05,3.1468826388888886,144
2020-10-14,section_8,1.7202033412863167e-05,1.7512078183523252e-05,3.1468826388888886,144
2020-10-15,section_1,3.384407412554101e-05,3.4110138774150886e-05,3.146990277777778,144
2020-10-15,section_2,2.377363894890347e-05,2.407689355666308e-05,3.146990277777778,144
2020-10-15,section_3,3.115357608400152e-06,3.1715710760386937e-06,3.146990277777778,144
2020-10-15,section_4,1.3482906436452702e-06,1.381874289531928e-06,3.146990277777778,144
2020-10-15,section_5,1.4975815748454998e-06,1.5215672186887115e-06,3.146990277777778,144
2020-10-15,section_6,1.1368334828638614e-05,1.153837284579438e-05,3.146990277777778,144
2020-10-15,section_7,2.240482932303864e-05,2.2690973847936348e-05,3.146990277777778,144
2020-10-15,section_8,1.6991648954820912e-05,1.7274396600937486e-05,3.146990277777778,144
2020-10-16,section_1,3.356518023650759e-05,3.386945151096327e-05,3.1469895833333337,144
2020-10-16,section_2,2.3559314351872013e-05,2.39147058636459e-05,3.1469895833333337,144
2020-10-16,section_3,3.147036306295175e-06,3.204217666723554e-06,3.1469895833333337,144
2020-10-16,section_4,1.3315950079038564e-06,1.3701461991391715e-06,3.1469895833333337,144
2020-10-16,section_5,1.5012672084542434e-06,1.524880039733225e-06,3.1469895833333337,144
2020-10-16,section_6,1.1234501473732004e-05,1.1440838484947207e-05,3.1469895833333337,144
2020-10-16,section_7,2.1935524104920947e-05,2.2124303743548712e-05,3.1469895833333337,144
2020-10-16,section_8,1.6846814779190654e-05,1.714319254065004e-05,3.1469895833333337,144
2020-10-17,section_1,3.324557699107076e-05,3.373713943400528e-05,3.1470041666666666,144
2020-10-17,section_2,2.326759866729522e-05,2.352833937945608e-05,3.1470041666666666,144
2020-10-17,section_3,3.102906330048976e-06,3.1489584761259504e-06,3.1470041666666666,144
2020-10-17,section_4,1.3053359732906087e-06,1.343415930441312e-06,3.1470041666666666,144
2020-10-17,section_5,1.4439411445995882e-06,1.4819997547076127e-06,3.1470041666666666,144
2020-10-17,section_6,1.1117616751368218e-05,1.1324452369158268e-05,3.1470041666666666,144
2020-10-17,section_7,2.1851683108220697e-05,2.204717085027673e-05,3.1470041666666666,144
2020-10-17,section_8,1.670239562585532e-05,1.7064758039980692e-05,3.1470041666666666,144
2020-10-18,section_1,3.322441738253137e-05,3.346799555158506e-05,3.1469875,144
2020-10-18,section_2,2.326188027515292e-05,2.3586155480378065e-05,3.1469875,144
2020-10-18,section_3,3.0787793633788366e-06,3.124213524055779e-06,3.1469875,144
2020-10-18,section_4,1.3257066164180645e-06,1.3640839299635102e-06,3.1469875,144
2020-10-18,section_5,1.400532025560819e-06,1.4258604533117043e-06,3.1469875,144
2020-10-18,section_6,1.1074038593231046e-05,1.1305124070714924e-05,3.1469875,144
2020-10-18,section_7,2.175340160425448e-05,2.1966356346185544e-05,3.1469875,144
2020-10-18,section_8,1.6511725658261665e-05,1.6852767602793245e-05,3.1469875,144
2020-10-19,section_1,3.310513420928112e-05,3.34349450003979e-05,3.146986805555556,144
2020-10-19,section_2,2.295601372833437e-05,2.334188287410386e-05,3.146986805555556,144
2020-10-19,section_3,3.042560790480697e-06,3.096606760026557e-06,3.146986805555556,144
2020-10-19,section_4,1.294695592919272e-06,1.3233246901272511e-06,3.146986805555556,144
2020-10-19,section_5,1.3557495570079971e-06,1.3812128079800402e-06,3.146986805555556,144
2020-10-19,section_6,1.1000135838011386e-05,1.1189569989282512e-05,3.146986805555556,144
2020-10-19,section_7,2.1419740629511173e-05,2.1689351868018617e-05,3.146986805555556,144
2020-10-19,section_8,1.6467437947513656e-05,1.6804866494984878e-05,3.146986805555556,144
2020-10-20,section_1,3.291460960510664e-05,3.323081336674431e-05,3.1461201388888886,144
2020-10-20,section_2,2.262201288086681e-05,2.2920155465983465e-05,3.1461201388888886,144
2020-10-20,section_3,3.0583081514518853e-06,3.1514220019216283e-06,3.1461201388888886,144
2020-10-20,section_4,1.283269232630882e-06,1.3116010206012303e-06,3.1461201388888886,144
2020-10-20,section_5,1.3413791308532058e-06,1.379104478185536e-06,3.1461201388888886,144
2020-10-20,section_6,1.080988155674417e-05,1.1017572634239714e-05,3.1461201388888886,144
2020-10-20,section_7,2.110413080033651e-05,2.136023199549152e-05,3.1461201388888886,144
2020-10-20,section_8,1.6367999335903618e-05,1.667581721793876e-05,3.1461201388888886,144
2020-10-21,section_1,3.271174424348377e-05,3.3295474082963864e-05,3.1461298611111115,144
2020-10-21,section_2,2.225071705432044e-05,2.2647824474424183e-05,3.1461298611111115,144
2020-10-21,section_3,3.0664952723159547e-06,3.135109696340396e-06,3.1461298611111115,144
2020-10-21,section_4,1.275212719897679e-06,1.3066698817216583e-06,3.1461298611111115,144
2020-10-21,section_5,1.3601076910781036e-06,1.4396225375680142e-06,3.1461298611111115,144
2020-10-21,section_6,1.074449902590862e-05,1.0922708545980007e-05,3.1461298611111115,144
2020-10-21,section_7,2.080284067569674e-05,2.1030382885768515e-05,3.1461298611111115,144
2020-10-21,section_8,1.6230318013277426e-05,1.6598674000456015e-05,3.1461298611111115,144
2020-10-22,section_1,3.16519879619846e-05,3.201897570839928e-05,3.146045138888889,144
2020-10-22,section_2,2.1583497757913934e-05,2.199425697986248e-05,3.146045138888889,144
2020-10-22,section_3,3.0831174912504378e-06,3.272676494134719e-06,3.146045138888889,144
2020-10-22,section_4,1.2637421633626055e-06,1.3027552581664563e-06,3.146045138888889,144
2020-10-22,section_5,1.3557724191472654e-06,1.4398348341781186e-06,3.146045138888889,144
2020-10-22,section_6,1.0719581851348076e-05,1.0903794768921272e-05,3.146045138888889,144
2020-10-22,section_7,2.0573052488420736e-05,2.076053981201169e-05,3.146045138888889,144
2020-10-22,section_8,1.605803493386843e-05,1.6394006969012152e-05,3.146045138888889,144
2020-10-23,section_1,3.127637130953401e-05,3.167148191190966e-05,3.146220138888889,144
2020-10-23,section_2,2.0998971942938365e-05,2.155449825619804e-05,3.146220138888889,144
2020-10-23,section_3,3.167005736335569e-06,3.2896433234295668e-06,3.146220138888889,144
2020-10-23,section_4,1.2295579023400084e-06,1.2625171777403963e-06,3.146220138888889,144
2020-10-23,section_5,1.2872022806439326e-06,1.3146259510189247e-06,3.146220138888889,144
2020-10-23,section_6,1.055945757553143e-05,1.0734454849880912e-05,3.146220138888889,144
2020-10-23,section_7,2.0432220020770893e-05,2.0612215458359e-05,3.146220138888889,144
2020-10-23,section_8,1.5968312889854868e-05,1.636853066101598e-05,3.146220138888889,144
2020-10-24,section_1,3.1182196932668856e-05,3.1499679159777826e-05,3.1462923611111107,144
2020-10-24,section_2,2.067704786303347e-05,2.105688980616182e-05,3.1462923611111107,144
2020-10-24,section_3,3.119389928462829e-06,3.1673844519685174e-06,3.1462923611111107,144
2020-10-24,section_4,1.2241936243703125e-06,1.25462512982228e-06,3.1462923611111107,144
2020-10-24,section_5,1.245135773932304e-06,1.3406331489045409e-06,3.1462923611111107,144
2020-10-24,section_6,1.045465702530619e-05,1.0659702633422218e-05,3.1462923611111107,144
2020-10-24,section_7,2.016665918896411e-05,2.056291575208176e-05,3.1462923611111107,144
2020-10-24,section_8,1.5839867918981407e-05,1.6216171701119833e-05,3.1462923611111107,144
2020-10-25,section_1,3.118460211676073e-05,3.1576478322906325e-05,3.146089583333333,144
2020-10-25,section_2,2.0655496976123867e-05,2.102366893687722e-05,3.146089583333333,144
2020-10-25,section_3,3.1553460546646207e-06,3.224790229825672e-06,3.146089583333333,144
2020-10-25,section_4,1.2540517954453872e-06,1.298350850194589e-06,3.146089583333333,144
2020-10-25,section_5,1.260705891668752e-06,1.2875427160244277e-06,3.146089583333333,144
