section,pred_score_sum,pred_score_max,path_cell_count,pred_proportion,pred_rank
section_1,42.89362443850247,2.1547252329922717,23,0.08858436357399595,6
section_2,66.54751770107983,2.212082919782323,38,0.13743463230604996,3
section_3,40.39988443483642,1.944027913091968,30,0.08343426553412316,7
section_4,32.50996508194973,1.5188982402229256,30,0.06713992124228828,8
section_5,58.199365430298144,3.306516295400389,30,0.12019394058072691,5
section_6,80.79300825573448,3.881531007133982,30,0.16685456897735426,2
section_7,63.11814497993725,3.342659378555435,30,0.13035225575388926,4
section_8,99.75063172994088,5.10663180824602,35,0.20600605203157224,1
